activity_id,deal_id,rep_name,activity_type,activity_date,duration_min,outcome
ACT-005004,DL-10468,Ethan Park,Email,2024-07-01,90,Positive
ACT-005005,DL-10469,Fiona Walsh,Call,2024-04-20,60,Neutral
ACT-005006,DL-10469,Fiona Walsh,Call,2024-02-27,30,Negative
ACT-005007,DL-10470,George Kim,Proposal Sent,2023-11-04,60,Neutral
ACT-005008,DL-10470,George Kim,Meeting,2023-11-02,30,Positive
ACT-005009,DL-10471,Hannah Brooks,Demo,2022-04-13,30,Positive
ACT-005010,DL-10471,Hannah Brooks,Follow-up,2022-03-21,30,Positive
ACT-005011,DL-10471,Hannah Brooks,Proposal Sent,2022-01-31,45,Neutral
ACT-005012,DL-10471,Hannah Brooks,Email,2022-05-03,15,Neutral
ACT-005013,DL-10471,Hannah Brooks,Follow-up,2022-05-09,15,Neutral
ACT-005014,DL-10471,Hannah Brooks,Call,2022-04-08,60,Negative
ACT-005015,DL-10471,Hannah Brooks,Follow-up,2022-03-20,15,Neutral
ACT-005016,DL-10471,Hannah Brooks,Follow-up,2022-02-27,30,Positive
ACT-005017,DL-10471,Hannah Brooks,Demo,2022-04-17,30,Positive
ACT-005018,DL-10471,Hannah Brooks,Proposal Sent,2022-01-27,30,Neutral
ACT-005019,DL-10471,Hannah Brooks,Meeting,2022-03-03,45,Positive
ACT-005020,DL-10471,Hannah Brooks,Demo,2022-02-21,30,Neutral
ACT-005021,DL-10471,Hannah Brooks,Proposal Sent,2022-03-22,60,Positive
ACT-005022,DL-10471,Hannah Brooks,Demo,2022-03-18,60,Neutral
ACT-005023,DL-10471,Hannah Brooks,Email,2022-05-13,15,Neutral
ACT-005024,DL-10471,Hannah Brooks,Follow-up,2022-04-14,30,Neutral
ACT-005025,DL-10471,Hannah Brooks,Call,2022-02-10,30,Neutral
ACT-005026,DL-10471,Hannah Brooks,Meeting,2022-04-30,60,Positive
ACT-005027,DL-10471,Hannah Brooks,Email,2022-05-05,90,Neutral
ACT-005028,DL-10471,Hannah Brooks,Email,2022-02-26,60,Negative
ACT-005029,DL-10471,Hannah Brooks,Demo,2022-04-29,30,Neutral
ACT-005030,DL-10471,Hannah Brooks,Demo,2022-02-24,60,Neutral
ACT-005031,DL-10471,Hannah Brooks,Proposal Sent,2022-05-20,45,Neutral
ACT-005032,DL-10472,Alice Morgan,Demo,2023-03-10,60,Positive
ACT-005033,DL-10472,Alice Morgan,Meeting,2023-06-08,60,Positive
ACT-005034,DL-10473,Brian Chen,Email,2022-09-05,60,Negative
ACT-005035,DL-10473,Brian Chen,Demo,2022-09-12,90,Neutral
ACT-005036,DL-10473,Brian Chen,Email,2022-09-11,90,Positive
ACT-005037,DL-10473,Brian Chen,Call,2022-07-29,30,Negative
ACT-005038,DL-10473,Brian Chen,Call,2022-07-30,90,Positive
ACT-005039,DL-10473,Brian Chen,Email,2022-07-06,30,Positive
ACT-005040,DL-10473,Brian Chen,Proposal Sent,2022-08-05,30,Positive
ACT-005041,DL-10473,Brian Chen,Call,2022-08-29,30,Negative
ACT-005042,DL-10473,Brian Chen,Meeting,2022-08-17,45,Positive
ACT-005043,DL-10473,Brian Chen,Meeting,2022-08-02,30,Positive
ACT-005044,DL-10473,Brian Chen,Demo,2022-09-18,60,Neutral
ACT-005045,DL-10474,Carlos Rivera,Proposal Sent,2023-01-24,30,Neutral
ACT-005046,DL-10474,Carlos Rivera,Follow-up,2022-12-04,45,Positive
ACT-005047,DL-10474,Carlos Rivera,Proposal Sent,2022-10-22,30,Positive
ACT-005048,DL-10474,Carlos Rivera,Follow-up,2023-01-28,30,Positive
ACT-005049,DL-10474,Carlos Rivera,Follow-up,2023-01-21,15,Neutral
ACT-005050,DL-10474,Carlos Rivera,Meeting,2023-01-25,30,Positive
ACT-005051,DL-10474,Carlos Rivera,Call,2022-10-21,15,Neutral
ACT-005052,DL-10474,Carlos Rivera,Email,2022-11-17,90,Positive
ACT-005053,DL-10474,Carlos Rivera,Demo,2022-10-25,60,Neutral
ACT-005054,DL-10474,Carlos Rivera,Follow-up,2022-11-15,60,Neutral
ACT-005055,DL-10474,Carlos Rivera,Meeting,2022-12-11,30,Positive
ACT-005056,DL-10474,Carlos Rivera,Demo,2022-10-22,30,Neutral
ACT-005057,DL-10474,Carlos Rivera,Call,2022-10-30,45,Neutral
ACT-005058,DL-10474,Carlos Rivera,Meeting,2022-12-26,60,Neutral
ACT-005059,DL-10474,Carlos Rivera,Demo,2023-01-19,60,Positive
ACT-005060,DL-10474,Carlos Rivera,Proposal Sent,2022-11-16,30,Positive
ACT-005061,DL-10474,Carlos Rivera,Demo,2022-11-06,30,Positive
ACT-005062,DL-10474,Carlos Rivera,Proposal Sent,2023-01-21,60,Positive
ACT-005063,DL-10474,Carlos Rivera,Proposal Sent,2022-11-24,60,Positive
ACT-005064,DL-10474,Carlos Rivera,Call,2022-11-14,15,Neutral
ACT-005065,DL-10474,Carlos Rivera,Meeting,2022-11-22,60,Neutral
ACT-005066,DL-10474,Carlos Rivera,Demo,2023-01-16,30,Negative
ACT-005067,DL-10474,Carlos Rivera,Proposal Sent,2023-01-03,30,Positive
ACT-005068,DL-10474,Carlos Rivera,Meeting,2023-01-01,90,Positive
ACT-005069,DL-10474,Carlos Rivera,Meeting,2023-01-06,60,Negative
ACT-005070,DL-10474,Carlos Rivera,Proposal Sent,2022-11-16,90,Neutral
ACT-005071,DL-10474,Carlos Rivera,Call,2023-01-26,60,Neutral
ACT-005072,DL-10474,Carlos Rivera,Proposal Sent,2022-10-21,30,Negative
ACT-005073,DL-10474,Carlos Rivera,Demo,2022-10-17,15,Neutral
ACT-005074,DL-10474,Carlos Rivera,Call,2023-01-29,30,Neutral
ACT-005075,DL-10474,Carlos Rivera,Demo,2023-01-25,60,Neutral
ACT-005076,DL-10474,Carlos Rivera,Demo,2022-11-27,45,Negative
ACT-005077,DL-10474,Carlos Rivera,Email,2022-11-26,45,Positive
ACT-005078,DL-10474,Carlos Rivera,Demo,2023-01-22,60,Positive
ACT-005079,DL-10474,Carlos Rivera,Meeting,2022-10-27,45,Positive
ACT-005080,DL-10474,Carlos Rivera,Demo,2022-12-31,60,Positive
ACT-005081,DL-10475,Diana Patel,Follow-up,2024-09-26,30,Positive
ACT-005082,DL-10475,Diana Patel,Demo,2024-09-02,90,Positive
ACT-005083,DL-10475,Diana Patel,Meeting,2024-07-05,60,Positive
ACT-005084,DL-10475,Diana Patel,Email,2024-06-24,45,Neutral
ACT-005085,DL-10475,Diana Patel,Meeting,2024-09-28,60,Negative
ACT-005086,DL-10475,Diana Patel,Meeting,2024-07-10,30,Positive
ACT-005087,DL-10475,Diana Patel,Follow-up,2024-10-08,90,Neutral
ACT-005088,DL-10475,Diana Patel,Meeting,2024-07-11,30,Negative
ACT-005089,DL-10475,Diana Patel,Call,2024-07-08,45,Negative
ACT-005090,DL-10475,Diana Patel,Email,2024-09-21,15,Negative
ACT-005091,DL-10476,Ethan Park,Proposal Sent,2023-11-15,45,Positive
ACT-005092,DL-10476,Ethan Park,Call,2024-01-10,30,Positive
ACT-005093,DL-10476,Ethan Park,Email,2023-11-24,30,Neutral
ACT-005094,DL-10476,Ethan Park,Meeting,2023-12-11,60,Negative
ACT-005095,DL-10476,Ethan Park,Call,2023-11-17,45,Positive
ACT-005096,DL-10476,Ethan Park,Meeting,2023-12-17,30,Positive
ACT-005097,DL-10476,Ethan Park,Demo,2023-12-15,15,Neutral
ACT-005098,DL-10476,Ethan Park,Follow-up,2023-10-11,60,Neutral
ACT-005099,DL-10477,Fiona Walsh,Follow-up,2024-04-15,60,Positive
ACT-005100,DL-10477,Fiona Walsh,Meeting,2024-06-01,45,Positive
ACT-005101,DL-10477,Fiona Walsh,Follow-up,2024-05-24,60,Negative
ACT-005102,DL-10477,Fiona Walsh,Proposal Sent,2024-04-25,60,Positive
ACT-005103,DL-10477,Fiona Walsh,Demo,2024-04-11,30,Neutral
ACT-005104,DL-10477,Fiona Walsh,Demo,2024-07-02,45,Negative
ACT-005105,DL-10477,Fiona Walsh,Proposal Sent,2024-05-28,90,Negative
ACT-005106,DL-10477,Fiona Walsh,Demo,2024-06-24,60,Positive
ACT-005107,DL-10477,Fiona Walsh,Meeting,2024-05-05,30,Positive
ACT-005108,DL-10477,Fiona Walsh,Email,2024-07-26,30,Positive
ACT-005109,DL-10477,Fiona Walsh,Demo,2024-05-07,60,Positive
ACT-005110,DL-10477,Fiona Walsh,Call,2024-04-30,30,Neutral
ACT-005111,DL-10477,Fiona Walsh,Meeting,2024-06-29,45,Neutral
ACT-005112,DL-10478,George Kim,Proposal Sent,2024-02-19,90,Neutral
ACT-005113,DL-10478,George Kim,Follow-up,2024-04-22,60,Negative
ACT-005114,DL-10478,George Kim,Meeting,2024-05-06,60,Neutral
ACT-005115,DL-10478,George Kim,Demo,2024-03-15,60,Negative
ACT-005116,DL-10479,Hannah Brooks,Follow-up,2024-08-16,30,Positive
ACT-005117,DL-10479,Hannah Brooks,Call,2024-09-15,90,Positive
ACT-005118,DL-10480,Alice Morgan,Proposal Sent,2023-07-09,30,Positive
ACT-005119,DL-10480,Alice Morgan,Email,2023-05-18,30,Positive
ACT-005120,DL-10480,Alice Morgan,Follow-up,2023-05-18,45,Positive
ACT-005121,DL-10480,Alice Morgan,Meeting,2023-07-28,30,Neutral
ACT-005122,DL-10480,Alice Morgan,Proposal Sent,2023-07-20,30,Positive
ACT-005123,DL-10480,Alice Morgan,Call,2023-05-09,60,Negative
ACT-005124,DL-10480,Alice Morgan,Call,2023-07-10,60,Positive
ACT-005125,DL-10480,Alice Morgan,Call,2023-04-04,15,Positive
ACT-005126,DL-10480,Alice Morgan,Demo,2023-05-28,90,Neutral
ACT-005127,DL-10480,Alice Morgan,Follow-up,2023-04-18,15,Positive
ACT-005128,DL-10480,Alice Morgan,Follow-up,2023-07-29,30,Neutral
ACT-005129,DL-10480,Alice Morgan,Email,2023-04-23,30,Neutral
ACT-005130,DL-10480,Alice Morgan,Demo,2023-06-10,30,Positive
ACT-005131,DL-10480,Alice Morgan,Email,2023-05-14,60,Positive
ACT-005132,DL-10480,Alice Morgan,Demo,2023-06-19,30,Neutral
ACT-005133,DL-10480,Alice Morgan,Proposal Sent,2023-07-23,60,Neutral
ACT-005134,DL-10480,Alice Morgan,Follow-up,2023-05-13,60,Positive
ACT-005135,DL-10480,Alice Morgan,Demo,2023-06-25,45,Neutral
ACT-005136,DL-10481,Brian Chen,Proposal Sent,2022-03-22,60,Positive
ACT-005137,DL-10481,Brian Chen,Follow-up,2022-04-09,60,Neutral
ACT-005138,DL-10482,Carlos Rivera,Email,2022-07-27,15,Neutral
ACT-005139,DL-10482,Carlos Rivera,Demo,2022-07-21,45,Positive
ACT-005140,DL-10482,Carlos Rivera,Email,2022-05-11,45,Neutral
ACT-005141,DL-10482,Carlos Rivera,Email,2022-05-02,60,Positive
ACT-005142,DL-10482,Carlos Rivera,Meeting,2022-06-18,60,Neutral
ACT-005143,DL-10482,Carlos Rivera,Meeting,2022-08-27,60,Negative
ACT-005144,DL-10482,Carlos Rivera,Demo,2022-07-06,60,Positive
ACT-005145,DL-10482,Carlos Rivera,Call,2022-07-16,60,Neutral
ACT-005146,DL-10482,Carlos Rivera,Email,2022-08-18,30,Positive
ACT-005147,DL-10482,Carlos Rivera,Call,2022-06-28,30,Positive
ACT-005148,DL-10482,Carlos Rivera,Meeting,2022-07-25,45,Negative
ACT-005149,DL-10482,Carlos Rivera,Follow-up,2022-06-25,15,Positive
ACT-005150,DL-10482,Carlos Rivera,Demo,2022-07-31,60,Neutral
ACT-005151,DL-10482,Carlos Rivera,Meeting,2022-06-25,30,Positive
ACT-005152,DL-10482,Carlos Rivera,Follow-up,2022-05-10,90,Neutral
ACT-005153,DL-10482,Carlos Rivera,Follow-up,2022-06-18,30,Positive
ACT-005154,DL-10482,Carlos Rivera,Call,2022-07-12,30,Positive
ACT-005155,DL-10482,Carlos Rivera,Follow-up,2022-05-04,30,Positive
ACT-005156,DL-10483,Diana Patel,Email,2022-04-04,30,Negative
ACT-005157,DL-10483,Diana Patel,Proposal Sent,2022-05-07,15,Neutral
ACT-005158,DL-10483,Diana Patel,Follow-up,2022-06-25,30,Negative
ACT-005159,DL-10484,Ethan Park,Proposal Sent,2022-05-26,45,Positive
ACT-005160,DL-10484,Ethan Park,Meeting,2022-05-07,15,Positive
ACT-005161,DL-10484,Ethan Park,Meeting,2022-02-13,15,Positive
ACT-005162,DL-10484,Ethan Park,Email,2022-03-18,60,Positive
ACT-005163,DL-10484,Ethan Park,Demo,2022-06-01,30,Neutral
ACT-005164,DL-10484,Ethan Park,Demo,2022-04-19,60,Positive
ACT-005165,DL-10484,Ethan Park,Call,2022-06-02,30,Positive
ACT-005166,DL-10484,Ethan Park,Meeting,2022-04-17,30,Positive
ACT-005167,DL-10484,Ethan Park,Email,2022-05-14,60,Positive
ACT-005168,DL-10484,Ethan Park,Meeting,2022-04-03,60,Neutral
ACT-005169,DL-10484,Ethan Park,Demo,2022-02-12,30,Positive
ACT-005170,DL-10484,Ethan Park,Follow-up,2022-02-12,30,Negative
ACT-005171,DL-10484,Ethan Park,Follow-up,2022-02-28,15,Negative
ACT-005172,DL-10484,Ethan Park,Proposal Sent,2022-03-12,45,Neutral
ACT-005173,DL-10484,Ethan Park,Meeting,2022-05-02,60,Positive
ACT-005174,DL-10484,Ethan Park,Meeting,2022-02-26,30,Positive
ACT-005175,DL-10484,Ethan Park,Proposal Sent,2022-04-18,30,Positive
ACT-005176,DL-10485,Fiona Walsh,Email,2023-03-18,30,Neutral
ACT-005177,DL-10485,Fiona Walsh,Meeting,2023-04-25,60,Neutral
ACT-005178,DL-10485,Fiona Walsh,Email,2023-01-28,45,Neutral
ACT-005179,DL-10485,Fiona Walsh,Proposal Sent,2023-01-31,30,Positive
ACT-005180,DL-10485,Fiona Walsh,Meeting,2023-04-09,45,Neutral
ACT-005181,DL-10485,Fiona Walsh,Call,2023-04-23,30,Neutral
ACT-005182,DL-10485,Fiona Walsh,Meeting,2023-01-01,60,Positive
ACT-005183,DL-10485,Fiona Walsh,Follow-up,2023-01-25,60,Neutral
ACT-005184,DL-10485,Fiona Walsh,Follow-up,2023-02-24,90,Positive
ACT-005185,DL-10485,Fiona Walsh,Email,2023-03-09,45,Positive
ACT-005186,DL-10485,Fiona Walsh,Proposal Sent,2023-02-22,30,Negative
ACT-005187,DL-10485,Fiona Walsh,Demo,2023-04-23,30,Positive
ACT-005188,DL-10485,Fiona Walsh,Meeting,2023-02-08,30,Positive
ACT-005189,DL-10485,Fiona Walsh,Follow-up,2023-03-08,15,Neutral
ACT-005190,DL-10485,Fiona Walsh,Proposal Sent,2023-03-14,45,Neutral
ACT-005191,DL-10485,Fiona Walsh,Email,2023-01-02,45,Positive
ACT-005192,DL-10485,Fiona Walsh,Follow-up,2023-03-18,45,Neutral
ACT-005193,DL-10485,Fiona Walsh,Follow-up,2022-12-29,60,Neutral
ACT-005194,DL-10485,Fiona Walsh,Email,2023-02-14,30,Neutral
ACT-005195,DL-10485,Fiona Walsh,Call,2023-03-13,60,Neutral
ACT-005196,DL-10485,Fiona Walsh,Demo,2023-04-25,30,Positive
ACT-005197,DL-10485,Fiona Walsh,Meeting,2023-01-07,45,Neutral
ACT-005198,DL-10485,Fiona Walsh,Call,2023-03-23,60,Neutral
ACT-005199,DL-10486,George Kim,Call,2024-08-07,60,Negative
ACT-005200,DL-10486,George Kim,Meeting,2024-06-07,60,Positive
ACT-005201,DL-10486,George Kim,Email,2024-04-13,30,Negative
ACT-005202,DL-10486,George Kim,Proposal Sent,2024-07-18,30,Positive
ACT-005203,DL-10486,George Kim,Demo,2024-05-20,60,Negative
ACT-005204,DL-10486,George Kim,Meeting,2024-07-09,30,Positive
ACT-005205,DL-10486,George Kim,Proposal Sent,2024-07-14,30,Positive
ACT-005206,DL-10486,George Kim,Demo,2024-07-01,15,Positive
ACT-005207,DL-10486,George Kim,Follow-up,2024-07-28,60,Negative
ACT-005208,DL-10486,George Kim,Proposal Sent,2024-06-25,30,Neutral
ACT-005209,DL-10486,George Kim,Demo,2024-06-16,45,Negative
ACT-005210,DL-10486,George Kim,Email,2024-04-19,30,Positive
ACT-005211,DL-10486,George Kim,Email,2024-06-20,30,Positive
ACT-005212,DL-10487,Hannah Brooks,Email,2023-06-05,60,Neutral
ACT-005213,DL-10487,Hannah Brooks,Proposal Sent,2023-05-24,45,Negative
ACT-005214,DL-10487,Hannah Brooks,Email,2023-08-26,30,Negative
ACT-005215,DL-10487,Hannah Brooks,Proposal Sent,2023-08-12,45,Negative
ACT-005216,DL-10488,Alice Morgan,Demo,2023-12-19,45,Neutral
ACT-005217,DL-10488,Alice Morgan,Proposal Sent,2023-12-20,90,Neutral
ACT-005218,DL-10488,Alice Morgan,Email,2023-11-12,30,Negative
ACT-005219,DL-10488,Alice Morgan,Proposal Sent,2023-10-17,60,Negative
ACT-005220,DL-10488,Alice Morgan,Meeting,2023-12-22,30,Positive
ACT-005221,DL-10488,Alice Morgan,Proposal Sent,2023-11-23,45,Positive
ACT-005222,DL-10488,Alice Morgan,Meeting,2023-10-14,60,Negative
ACT-005223,DL-10488,Alice Morgan,Proposal Sent,2023-12-04,60,Negative
ACT-005224,DL-10488,Alice Morgan,Follow-up,2023-12-19,30,Negative
ACT-005225,DL-10488,Alice Morgan,Demo,2023-12-21,15,Neutral
ACT-005226,DL-10489,Brian Chen,Follow-up,2023-03-02,90,Positive
ACT-005227,DL-10489,Brian Chen,Call,2023-02-14,60,Positive
ACT-005228,DL-10489,Brian Chen,Follow-up,2023-03-04,30,Positive
ACT-005229,DL-10489,Brian Chen,Follow-up,2023-01-16,30,Neutral
ACT-005230,DL-10489,Brian Chen,Follow-up,2023-02-27,60,Neutral
ACT-005231,DL-10489,Brian Chen,Demo,2023-01-27,60,Positive
ACT-005232,DL-10489,Brian Chen,Follow-up,2023-01-18,30,Positive
ACT-005233,DL-10489,Brian Chen,Call,2023-02-14,90,Positive
ACT-005234,DL-10490,Carlos Rivera,Meeting,2022-12-25,60,Neutral
ACT-005235,DL-10490,Carlos Rivera,Proposal Sent,2022-12-19,30,Positive
ACT-005236,DL-10490,Carlos Rivera,Meeting,2022-10-23,60,Neutral
ACT-005237,DL-10491,Diana Patel,Call,2024-05-29,60,Negative
ACT-005238,DL-10491,Diana Patel,Demo,2024-02-20,30,Positive
ACT-005239,DL-10491,Diana Patel,Proposal Sent,2024-03-14,90,Positive
ACT-005240,DL-10491,Diana Patel,Meeting,2024-05-27,60,Neutral
ACT-005241,DL-10491,Diana Patel,Demo,2024-04-09,30,Neutral
ACT-005242,DL-10491,Diana Patel,Call,2024-05-15,45,Positive
ACT-005243,DL-10491,Diana Patel,Follow-up,2024-02-27,45,Positive
ACT-005244,DL-10491,Diana Patel,Meeting,2024-05-04,45,Positive
ACT-005245,DL-10491,Diana Patel,Demo,2024-02-16,30,Positive
ACT-005246,DL-10492,Ethan Park,Call,2022-05-19,60,Neutral
ACT-005247,DL-10492,Ethan Park,Call,2022-04-14,30,Neutral
ACT-005248,DL-10492,Ethan Park,Proposal Sent,2022-06-25,45,Neutral
ACT-005249,DL-10492,Ethan Park,Follow-up,2022-04-14,30,Neutral
ACT-005250,DL-10492,Ethan Park,Proposal Sent,2022-05-02,30,Positive
ACT-005251,DL-10492,Ethan Park,Follow-up,2022-04-20,90,Negative
ACT-005252,DL-10492,Ethan Park,Follow-up,2022-05-14,30,Neutral
ACT-005253,DL-10492,Ethan Park,Demo,2022-06-11,90,Positive
ACT-005254,DL-10492,Ethan Park,Demo,2022-07-13,45,Neutral
ACT-005255,DL-10492,Ethan Park,Meeting,2022-06-21,30,Positive
ACT-005256,DL-10492,Ethan Park,Meeting,2022-07-02,60,Negative
ACT-005257,DL-10492,Ethan Park,Demo,2022-05-21,45,Positive
ACT-005258,DL-10492,Ethan Park,Meeting,2022-07-07,60,Positive
ACT-005259,DL-10492,Ethan Park,Email,2022-06-28,45,Positive
ACT-005260,DL-10493,Fiona Walsh,Demo,2022-01-31,90,Neutral
ACT-005261,DL-10493,Fiona Walsh,Follow-up,2022-03-03,30,Positive
ACT-005262,DL-10493,Fiona Walsh,Proposal Sent,2022-02-21,60,Positive
ACT-005263,DL-10493,Fiona Walsh,Demo,2022-05-14,30,Positive
ACT-005264,DL-10493,Fiona Walsh,Email,2022-04-06,90,Positive
ACT-005265,DL-10493,Fiona Walsh,Demo,2022-02-27,45,Neutral
ACT-005266,DL-10493,Fiona Walsh,Meeting,2022-01-30,30,Positive
ACT-005267,DL-10493,Fiona Walsh,Proposal Sent,2022-05-22,90,Positive
ACT-005268,DL-10493,Fiona Walsh,Demo,2022-02-15,30,Negative
ACT-005269,DL-10493,Fiona Walsh,Demo,2022-02-13,90,Positive
ACT-005270,DL-10493,Fiona Walsh,Follow-up,2022-03-21,30,Negative
ACT-005271,DL-10493,Fiona Walsh,Demo,2022-04-24,15,Neutral
ACT-005272,DL-10493,Fiona Walsh,Call,2022-03-28,60,Neutral
ACT-005273,DL-10493,Fiona Walsh,Meeting,2022-03-29,30,Positive
ACT-005274,DL-10493,Fiona Walsh,Meeting,2022-05-25,15,Neutral
ACT-005275,DL-10493,Fiona Walsh,Email,2022-05-20,60,Neutral
ACT-005276,DL-10493,Fiona Walsh,Meeting,2022-05-11,60,Neutral
ACT-005277,DL-10493,Fiona Walsh,Meeting,2022-05-12,90,Neutral
ACT-005278,DL-10493,Fiona Walsh,Follow-up,2022-05-11,30,Neutral
ACT-005279,DL-10493,Fiona Walsh,Demo,2022-02-18,45,Neutral
ACT-005280,DL-10493,Fiona Walsh,Meeting,2022-05-03,30,Negative
ACT-005281,DL-10494,George Kim,Proposal Sent,2024-02-15,45,Positive
ACT-005282,DL-10494,George Kim,Call,2024-03-19,90,Positive
ACT-005283,DL-10494,George Kim,Demo,2024-05-08,30,Neutral
ACT-005284,DL-10494,George Kim,Demo,2024-06-03,30,Positive
ACT-005285,DL-10495,Hannah Brooks,Follow-up,2022-10-01,45,Positive
ACT-005286,DL-10495,Hannah Brooks,Follow-up,2022-10-03,45,Neutral
ACT-005287,DL-10495,Hannah Brooks,Proposal Sent,2022-09-22,15,Positive
ACT-005288,DL-10495,Hannah Brooks,Call,2022-10-16,60,Negative
ACT-005289,DL-10495,Hannah Brooks,Meeting,2022-12-20,45,Neutral
ACT-005290,DL-10495,Hannah Brooks,Email,2022-12-04,30,Positive
ACT-005291,DL-10495,Hannah Brooks,Meeting,2022-09-19,30,Negative
ACT-005292,DL-10495,Hannah Brooks,Proposal Sent,2022-11-25,45,Positive
ACT-005293,DL-10495,Hannah Brooks,Meeting,2022-10-15,60,Positive
ACT-005294,DL-10495,Hannah Brooks,Call,2023-01-08,30,Positive
ACT-005295,DL-10495,Hannah Brooks,Email,2022-12-06,30,Neutral
ACT-005296,DL-10495,Hannah Brooks,Email,2022-10-02,60,Positive
ACT-005297,DL-10495,Hannah Brooks,Email,2022-11-03,45,Neutral
ACT-005298,DL-10495,Hannah Brooks,Follow-up,2022-11-26,60,Neutral
ACT-005299,DL-10495,Hannah Brooks,Meeting,2022-10-12,90,Positive
ACT-005300,DL-10495,Hannah Brooks,Meeting,2022-11-15,60,Positive
ACT-005301,DL-10495,Hannah Brooks,Demo,2023-01-04,30,Positive
ACT-005302,DL-10495,Hannah Brooks,Meeting,2022-11-27,60,Negative
ACT-005303,DL-10495,Hannah Brooks,Call,2022-10-30,45,Neutral
ACT-005304,DL-10495,Hannah Brooks,Demo,2022-11-14,60,Positive
ACT-005305,DL-10495,Hannah Brooks,Follow-up,2022-12-03,30,Positive
ACT-005306,DL-10495,Hannah Brooks,Proposal Sent,2022-11-01,60,Positive
ACT-005307,DL-10495,Hannah Brooks,Meeting,2022-10-31,60,Neutral
ACT-005308,DL-10495,Hannah Brooks,Meeting,2022-09-23,15,Positive
ACT-005309,DL-10495,Hannah Brooks,Email,2022-09-29,45,Positive
ACT-005310,DL-10495,Hannah Brooks,Email,2022-10-18,60,Positive
ACT-005311,DL-10495,Hannah Brooks,Demo,2022-09-29,90,Positive
ACT-005312,DL-10495,Hannah Brooks,Meeting,2022-10-31,60,Neutral
ACT-005313,DL-10495,Hannah Brooks,Demo,2022-10-28,90,Positive
ACT-005314,DL-10495,Hannah Brooks,Follow-up,2022-11-01,90,Neutral
ACT-005315,DL-10495,Hannah Brooks,Email,2022-10-16,45,Positive
ACT-005316,DL-10495,Hannah Brooks,Demo,2023-01-09,45,Neutral
ACT-005317,DL-10495,Hannah Brooks,Proposal Sent,2022-10-04,30,Positive
ACT-005318,DL-10496,Alice Morgan,Call,2024-08-14,60,Positive
ACT-005319,DL-10496,Alice Morgan,Email,2024-08-05,30,Positive
ACT-005320,DL-10496,Alice Morgan,Demo,2024-07-06,45,Neutral
ACT-005321,DL-10497,Brian Chen,Call,2023-10-06,45,Positive
ACT-005322,DL-10497,Brian Chen,Call,2023-10-20,60,Neutral
ACT-005323,DL-10498,Carlos Rivera,Proposal Sent,2023-02-15,30,Positive
ACT-005324,DL-10498,Carlos Rivera,Demo,2023-01-14,90,Positive
ACT-005325,DL-10498,Carlos Rivera,Follow-up,2022-11-25,30,Positive
ACT-005326,DL-10498,Carlos Rivera,Follow-up,2023-01-11,45,Positive
ACT-005327,DL-10498,Carlos Rivera,Proposal Sent,2023-01-29,45,Positive
ACT-005328,DL-10498,Carlos Rivera,Meeting,2023-03-01,30,Negative
ACT-005329,DL-10498,Carlos Rivera,Proposal Sent,2023-03-03,15,Neutral
ACT-005330,DL-10498,Carlos Rivera,Meeting,2022-12-23,60,Positive
ACT-005331,DL-10498,Carlos Rivera,Email,2022-12-15,60,Neutral
ACT-005332,DL-10498,Carlos Rivera,Meeting,2023-01-28,60,Negative
ACT-005333,DL-10498,Carlos Rivera,Demo,2023-02-06,45,Positive
ACT-005334,DL-10498,Carlos Rivera,Proposal Sent,2022-11-16,90,Negative
ACT-005335,DL-10498,Carlos Rivera,Proposal Sent,2022-12-30,30,Positive
ACT-005336,DL-10498,Carlos Rivera,Email,2022-11-30,60,Positive
ACT-005337,DL-10499,Diana Patel,Proposal Sent,2023-12-19,60,Positive
ACT-005338,DL-10499,Diana Patel,Call,2023-12-27,60,Positive
ACT-005339,DL-10500,Ethan Park,Meeting,2023-10-20,45,Positive
ACT-005340,DL-10500,Ethan Park,Meeting,2023-11-29,30,Neutral
ACT-005341,DL-10500,Ethan Park,Email,2023-09-13,30,Positive
ACT-005342,DL-10500,Ethan Park,Demo,2023-11-19,30,Positive
ACT-005343,DL-10500,Ethan Park,Demo,2023-12-28,60,Negative
ACT-005344,DL-10500,Ethan Park,Email,2023-09-25,15,Neutral
ACT-005345,DL-10500,Ethan Park,Email,2023-10-27,30,Positive
ACT-005346,DL-10500,Ethan Park,Email,2023-10-15,30,Positive
ACT-005347,DL-10500,Ethan Park,Follow-up,2023-09-21,45,Positive
ACT-005348,DL-10500,Ethan Park,Demo,2023-10-27,60,Positive
ACT-005349,DL-10500,Ethan Park,Proposal Sent,2023-12-30,45,Negative
ACT-005350,DL-10501,Fiona Walsh,Call,2022-12-07,45,Neutral
ACT-005351,DL-10501,Fiona Walsh,Call,2022-10-10,45,Positive
ACT-005352,DL-10501,Fiona Walsh,Meeting,2022-11-16,30,Positive
ACT-005353,DL-10501,Fiona Walsh,Call,2023-01-02,30,Positive
ACT-005354,DL-10501,Fiona Walsh,Meeting,2022-12-25,15,Positive
ACT-005355,DL-10501,Fiona Walsh,Meeting,2022-10-11,60,Neutral
ACT-005356,DL-10501,Fiona Walsh,Demo,2022-11-29,30,Neutral
ACT-005357,DL-10501,Fiona Walsh,Email,2023-01-13,15,Neutral
ACT-005358,DL-10501,Fiona Walsh,Meeting,2022-09-20,90,Positive
